codice_istat,indice_istruzione
9045,35.53
90050,29.28
99016,39.2
76075,33.19
61075,31.76
70062,20.1
65116,58.9
17170,44.14
41050,40.51
1234,16.67
97061,41.21
98043,30.46
17128,28.86
42035,35.95
65086,36.92
13206,45.02
79108,43.9
21079,26.55
18135,49.39
17172,29.79
52028,39.47
12118,33.13
22165,27.59
19088,28.56
66085,38.9
6121,38.36
1176,33.91
6124,40.58
28060,54.45
26055,39.83
16155,30.86
34026,25.14
19066,28.65
22200,30.34
61093,39.49
74018,31.93
13223,42.16
52029,36.99
78119,44.02
87041,52.65
69080,19.7
70067,33.41
54044,38.63
52027,31.19
85016,38.99
18133,27.23
6152,36.35
4207,25.99
62063,45.55
47019,31.94
71047,40.03
71048,25.91
76077,28.33
21082,26.84
80056,39.05
30070,42.67
72033,34.41
19067,32.94
15167,40.06
78115,24.18
32004,37.02
78116,44.73
55029,47.01
18155,40.38
4226,29.84
18159,64.9
4228,26.64
18137,49.33
4210,29.74
13207,13.22
75059,37.68
64069,42.25
3114,40.25
54038,42.43
97065,28.34
63066,43.7
18136,29.52
41052,29.11
5098,24.35
83066,49.65
15169,35.19
17137,23.98
1183,60.97
16161,19.93
13179,32.44
67033,36.05
66067,37.33
61078,54.17
74015,33.3
21084,17.3
16189,31.41
83080,32.96
65092,30.02
15170,36.7
23058,42.92
71038,29.51
66070,40.89
23070,25.17
70066,37.57
51033,39.28
15195,39.09
58096,44.87
61080,42.49
52030,35.35
93040,39.02
82055,36.65
79094,40.98
83067,28.89
17142,27.19
65120,31.24
80073,32.34
78121,27.08
61104,40.32
17206,30.28
19072,35.56
14049,26.01
28063,31.0
93039,34.74
29044,26.91
73025,27.49
70070,46.71
40041,33.86
65126,26.35
6155,41.13
5084,31.55
54040,33.16
78098,42.31
78099,33.26
46024,39.61
22167,39.75
71049,30.8
92058,20.25
17138,25.64
30105,30.58
81020,34.35
23079,36.36
17173,36.7
96059,28.96
78117,39.23
8055,37.66
28092,34.88
73028,25.96
10062,31.68
6174,41.92
8042,36.22
18114,29.29
43037,42.01
95047,38.2
64088,35.1
61082,41.52
25047,20.29
23075,25.72
3135,33.07
1251,25.52
1190,29.15
1192,66.27
2097,34.32
50026,56.47
77020,41.66
18143,35.25
87047,32.34
61084,29.14
58097,50.5
1196,46.4
13185,28.11
33035,40.44
57051,33.3
87046,36.72
79118,38.37
65128,35.05
64091,37.68
83088,34.04
22203,37.56
22204,36.56
30124,28.24
1278,18.47
54042,26.92
15176,37.64
17144,23.56
77021,46.05
64086,49.26
46027,38.31
6154,34.27
71051,34.52
40049,27.96
87051,61.78
61094,37.58
23088,28.24
58107,56.06
69068,32.15
1198,22.43
63057,45.95
1199,27.54
70073,24.59
69085,32.85
41058,30.1
21065,30.14
28069,43.6
33037,38.39
20044,32.11
45014,43.59
25050,28.27
83091,41.44
98051,30.61
65131,21.17
24095,31.94
25049,22.48
55030,36.72
15201,39.4
15202,40.48
15220,42.58
32006,45.26
8061,27.86
60081,33.65
26078,30.06
7066,43.95
11027,46.21
62072,29.62
76082,36.15
13189,28.55
1200,29.15
12113,32.51
27029,41.34
12141,31.96
78129,28.49
75072,40.28
78130,28.29
53022,35.64
18165,31.89
63085,38.17
57071,36.56
83102,29.92
36040,37.37
73026,29.06
28081,32.8
94045,36.14
27035,34.79
24080,20.49
14053,30.43
88008,38.41
6138,34.97
48041,37.17
53023,32.52
1261,38.79
4217,28.88
54047,37.47
20060,29.59
4212,31.74
62070,35.77
63071,54.65
63072,41.71
60066,31.42
16173,26.91
17152,27.6
1205,33.05
93034,34.86
21067,28.67
105020,30.25
28095,30.16
106024,25.47
92090,26.82
9064,34.5
95052,32.86
53025,32.26
92068,49.02
57065,35.9
79127,41.31
94046,31.72
41056,35.62
63073,29.68
65129,49.07
93035,29.0
97069,20.98
103057,27.39
61065,36.36
65130,32.48
64095,41.87
11026,43.38
19111,27.97
21107,30.94
13229,28.1
81022,38.42
2152,27.59
96061,37.04
16198,39.17
4176,29.38
63061,58.66
21069,19.91
64076,46.82
6141,33.82
10055,35.72
28084,26.79
28085,37.98
6157,33.42
6158,42.61
26080,28.46
10058,34.57
85018,36.16
68040,30.15
43052,35.08
92066,31.53
49019,32.29
37057,42.86
17175,21.82
92074,38.62
92075,34.8
105015,22.24
92121,24.2
63063,39.4
26064,34.46
22150,25.43
52023,36.16
31022,36.19
78138,43.03
66093,35.66
77031,33.24
54046,30.36
60073,33.44
84042,31.79
92080,35.59
12115,26.1
10046,43.92
21071,25.67
39014,42.52
1211,44.4
16225,19.44
96072,24.76
65153,40.48
24099,30.83
80085,40.34
87049,31.17
66096,47.25
79151,32.74
92091,28.94
17193,25.94
1287,31.24
24114,29.79
42048,46.96
92081,18.68
18150,39.0
30110,30.26
24101,31.64
18120,40.44
80063,57.92
17160,29.5
22152,35.03
26079,25.96
92069,24.77
28086,47.85
95053,28.37
4222,29.3
14060,28.69
60074,48.59
64102,44.33
93048,37.38
34045,37.47
12133,48.38
18171,36.87
7056,24.68
84033,41.22
4181,18.32
2112,18.92
35034,29.37
42045,47.11
103063,15.28
92071,32.99
14059,39.61
71053,30.08
91086,35.62
3140,28.44
54050,44.84
12135,21.67
56056,36.83
23090,24.18
1291,27.52
13238,33.3
19081,37.01
60058,35.27
1215,38.89
6159,33.92
41062,33.93
65141,34.46
48043,42.04
2115,28.03
57060,38.22
24085,35.41
4185,27.68
60059,45.55
78142,39.7
59031,44.19
36045,34.32
19101,23.11
76086,35.35
58085,33.62
67036,25.65
34030,29.95
80066,26.05
22182,34.28
80091,33.1
71054,24.72
71055,31.31
1269,37.91
30131,33.56
2158,42.88
4238,35.47
17195,31.33
63081,31.85
1270,33.09
49020,32.44
65107,27.4
63065,36.59
94041,34.83
9054,32.09
7072,28.47
13242,32.0
8066,25.52
35042,29.99
9067,39.65
5096,29.03
21075,22.72
65109,23.63
58091,58.14
19086,31.05
15211,43.98
1265,31.37
32005,48.9
95057,26.38
21093,32.78
48049,35.81
4242,40.38
18176,35.56
76098,40.2
22155,32.3
23064,25.55
40037,33.39
22135,29.87
66099,43.51
29046,25.73
30113,26.01
30114,28.31
73027,43.28
56058,33.76
103074,45.34
23095,33.33
46035,27.26
61098,34.61
78107,38.7
89016,35.76
10051,31.51
2122,29.44
18149,31.9
95059,32.75
34034,32.74
3139,34.56
22223,36.58
66104,28.89
95073,20.68
17180,45.28
8058,25.64
28087,26.58
16251,30.7
12123,34.43
17183,26.61
61091,38.97
104024,29.73
22190,42.48
22191,34.89
23065,22.7
18131,33.25
15189,33.22
22163,26.14
3144,23.99
21097,39.16
6172,40.57
76072,27.46
65113,30.14
7062,44.09
37050,37.99
29042,31.89
6182,33.7
105023,33.43
64117,42.89
1301,27.59
14061,47.05
79134,28.34
96063,37.91
24102,29.42
98046,29.89
4201,34.8
21076,33.21
56051,31.31
24104,31.36
24105,40.5
75086,35.87
22199,40.73
33046,32.1
17201,32.68
1307,29.47
27032,34.66
58094,31.67
1235,42.96
66086,32.52
8053,29.89
5110,26.47
22202,25.94
54053,42.52
7067,34.03
3146,32.75
22177,19.72
3141,33.1
64103,46.67
78143,50.36
2164,32.07
66107,39.37
15242,44.11
1311,30.47
1312,41.74
69079,22.81
76074,32.4
15191,35.51
102033,35.12
88012,29.42
28105,27.4
38023,34.21
18183,50.0
70080,35.71
96069,37.22
16217,25.48
27038,40.36
6166,39.32
22181,26.36
79143,43.35
73029,30.2
30099,41.31
75069,34.97
76076,30.86
80097,42.68
4250,23.91
102049,29.5
18185,38.36
18187,34.67
69093,26.35
4229,20.69
24108,37.0
57070,39.07
57069,37.3
64111,27.24
65145,37.96
22183,26.97
6168,32.69
18154,23.28
31019,38.59
70065,47.09
43046,37.58
93038,30.23
103066,28.4
17188,26.22
93047,34.24
33043,39.5
87050,53.93
61090,36.16
95087,29.63
60076,39.13
20065,34.18
22186,36.19
33040,37.18
16188,25.63
19090,34.74
70068,32.12
14063,28.22
64106,33.31
75084,30.18
15247,38.5
36047,29.47
25069,20.26
62074,56.99
22188,30.93
67041,54.33
21096,22.7
12126,34.49
23087,30.86
16219,43.53
17191,21.59
1246,34.52
61076,30.21
22166,28.22
78122,40.61
76088,35.45
82071,31.65
61092,35.86
90071,36.18
13226,33.33
28094,31.96
2147,30.92
19110,29.23
6176,36.84
42041,41.45
20059,27.5
21083,19.52
69082,39.11
35041,27.49
103065,25.0
76090,35.52
22201,37.61
70082,26.67
90075,23.53
72047,40.61
83101,36.19
56052,40.58
75090,32.25
54056,40.88
69098,33.12
1248,39.64
101020,39.14
64084,44.77
3134,29.4
101021,31.97
5111,29.39
61095,42.45
93052,33.14
13233,5.06
24111,34.45
65147,49.46
19105,37.07
19106,27.09
18158,25.25
71050,29.66
48040,34.64
94043,33.69
86019,31.04
21108,21.83
61097,40.22
18168,24.14
60082,32.92
61079,35.85
66088,45.44
36038,30.8
83082,23.94
1253,36.68
16216,34.34
71056,33.64
82072,32.53
19108,20.17
85021,25.59
64115,38.83
77030,37.03
13248,27.89
95050,28.96
93041,42.42
24096,32.18
67043,39.58
65150,31.31
12127,39.78
65151,28.37
24091,31.92
23072,32.61
51034,44.88
7071,41.3
21110,23.2
3153,28.59
2156,33.49
9065,43.69
1289,26.19
1279,33.06
28093,30.67
22205,50.34
30125,26.48
14070,38.51
54054,39.7
15219,41.43
75088,43.42
25061,31.15
50033,31.71
18140,34.95
26075,34.92
50035,31.28
30104,32.83
81019,34.69
104022,36.62
39017,40.24
18173,36.9
44073,33.55
12136,37.51
12137,37.24
1280,41.1
18164,30.51
13227,36.61
64116,50.67
103072,39.23
23091,46.44
106023,24.0
30129,53.22
13228,31.68
95069,25.15
9063,25.47
90077,28.22
105022,26.03
19112,30.6
1284,36.59
83085,54.73
54045,34.33
28082,29.13
98050,34.93
1256,33.03
26087,31.64
23089,36.09
12131,35.66
4234,26.49
64114,38.29
18175,32.89
3157,39.42
14076,24.72
28097,35.94
1295,31.43
17198,38.73
94047,24.46
80081,29.25
35039,38.66
67046,18.49
8062,37.69
82076,25.65
6178,27.39
63086,45.26
58112,34.61
76096,31.79
38022,36.83
23094,34.37
84040,33.2
67039,37.0
22168,35.41
106016,33.23
58110,40.73
18170,31.77
15249,34.66
80095,35.09
28098,35.09
36046,37.23
96078,29.13
33042,33.06
12119,48.94
91077,23.86
79123,50.17
22211,26.42
34046,20.19
25064,20.61
50037,40.0
26089,30.64
16241,31.08
60088,36.31
61099,27.92
56046,40.07
66105,47.51
101023,30.29
37058,31.42
18147,30.88
35040,35.93
95051,35.54
69088,12.44
84041,39.72
82081,22.49
5103,28.32
97085,23.34
83104,44.49
97088,40.73
6183,36.67
21114,21.15
5118,32.35
64118,28.9
25053,36.68
106017,24.25
21088,14.91
16197,29.61
21091,21.02
46032,23.41
100007,28.27
17196,26.58
18174,24.61
1294,33.5
4245,33.95
92122,24.05
92097,29.4
7074,34.88
70075,27.16
19094,34.33
59027,41.98
78141,51.62
4240,32.5
5113,30.4
1296,36.45
5115,29.59
26091,40.03
48050,34.16
21115,38.0
20069,40.92
30135,36.74
56059,51.23
4218,31.12
43051,38.29
4219,23.34
92120,19.62
1298,52.74
65157,43.59
12139,28.73
4243,41.78
19114,24.5
20070,29.78
71061,24.72
64119,31.18
22217,41.17
6181,38.42
46034,25.53
22222,40.62
19095,35.66
1263,49.29
1264,30.42
95056,32.53
106021,26.02
35045,27.69
106025,29.54
103075,29.76
82080,30.06
87055,42.05
24119,35.66
18190,32.35
91083,33.39
79133,39.91
91085,31.95
17179,39.2
29049,33.53
96079,23.42
29051,25.27
90078,24.51
75094,38.78
96082,27.26
9069,33.08
78155,48.97
95078,18.35
89018,37.91
12121,36.71
16200,33.64
63087,37.25
92098,21.91
70084,43.13
1309,41.52
23082,35.88
19097,32.09
96062,26.68
34037,37.03
10060,43.61
63088,31.79
56060,52.41
66108,41.73
12140,45.66
16202,30.41
19099,27.39
25058,26.88
75077,34.25
18152,29.67
17204,25.06
19115,17.0
71062,28.57
18186,26.33
33047,20.45
33048,32.87
37060,43.31
17205,23.61
70076,32.63
16206,27.02
9057,39.99
46030,25.11
96083,34.95
102050,30.07
21095,27.05
77027,39.98
60075,27.89
22185,30.94
16208,23.04
64105,48.26
75083,37.13
30112,31.91
99027,35.35
25060,28.3
30116,38.94
6170,43.49
16211,28.93
76087,31.22
16212,24.6
60077,24.38
72043,37.63
96067,31.82
78147,23.48
63082,32.81
21099,28.33
10061,35.56
14066,40.48
58104,48.02
30121,43.6
5109,32.2
17186,29.74
69092,29.22
91094,23.46
63083,39.71
18157,32.1
65149,38.67
24107,31.17
83108,44.37
69095,30.36
52035,33.83
67044,45.78
93046,30.33
82074,32.05
18162,51.7
3149,36.94
43054,33.39
78151,48.02
38024,31.19
64112,35.45
26086,51.24
30127,43.77
4232,28.82
24110,28.22
18163,39.69
12129,32.74
22207,36.16
106022,25.93
15226,34.28
75091,33.89
101026,27.88
41067,49.64
1282,31.22
57072,33.47
76094,41.15
16223,22.28
21106,31.35
83103,40.05
14073,28.62
7068,33.53
61096,25.12
8063,30.96
60083,31.12
16226,23.73
1286,36.47
34044,22.75
16228,18.64
16229,10.67
17194,19.69
57073,27.78
30130,33.29
56055,39.66
28096,38.23
58111,42.13
1292,35.47
8065,32.89
78153,25.22
16233,30.73
11030,31.89
60085,33.71
96076,30.47
19113,31.19
17197,26.39
22215,36.16
65156,44.95
71059,32.02
50038,40.06
71060,35.48
96077,31.98
22216,33.59
22220,37.6
17199,29.26
16239,32.05
14078,33.1
92099,28.25
95048,22.19
82079,28.66
83105,45.29
69100,29.82
6184,26.4
6185,31.99
106027,23.49
1303,39.1
92101,26.86
24118,33.07
16242,28.36
5120,24.18
6187,37.59
60091,23.15
15243,39.7
2166,19.53
63089,32.9
1314,34.75
79157,34.67
16245,34.83
98061,38.62
22226,34.96
96081,31.39
25068,28.99
64120,32.36
95001,37.31
71001,34.86
72001,43.26
78003,38.91
16002,18.82
29001,37.65
80001,38.92
5001,30.53
8001,36.39
18001,31.85
60003,36.9
4003,39.08
76003,35.46
14001,12.46
22003,37.66
75002,37.63
39001,32.57
82001,25.56
82002,27.21
75004,28.37
55003,33.44
65006,46.73
79004,31.25
57002,32.91
78011,41.18
67002,37.83
16010,22.27
80004,32.1
71003,23.72
76004,29.05
41002,32.89
43003,32.54
22006,39.07
95007,27.44
18005,33.17
37002,40.82
64005,41.06
91001,31.74
67003,30.03
7005,36.99
93003,35.19
28007,31.01
71005,32.41
26003,35.16
60012,40.07
16014,16.56
16015,28.35
1013,42.88
89002,37.86
5006,39.41
48001,44.9
75008,28.37
20003,32.69
45002,34.77
1015,33.58
4010,28.15
1019,17.86
24011,28.83
18008,38.2
7009,30.56
1022,48.89
15012,40.47
10003,30.76
37003,32.39
56006,34.2
18010,35.1
65014,47.37
18012,38.64
37004,37.82
103009,39.44
82009,25.02
42005,31.09
4019,31.64
80008,24.92
37005,36.91
18014,37.05
17015,25.73
33004,25.93
87008,29.98
2011,26.87
1025,28.35
71006,35.17
22015,21.92
96005,29.66
3019,27.11
15026,36.27
70003,46.39
11004,41.71
37006,53.92
16029,32.7
25007,41.12
18015,53.12
11006,33.22
98004,29.92
9013,39.66
4025,41.06
3025,30.43
2016,32.92
91011,26.44
90015,37.25
23011,31.5
6021,33.22
4026,20.37
79012,37.85
17027,33.15
22024,33.05
98006,28.75
18022,27.16
12019,27.97
22026,22.37
60015,43.08
87009,30.25
1037,42.82
28015,29.5
13032,50.42
63010,35.93
15035,38.06
90019,22.4
84005,34.94
10006,36.26
89004,34.95
81002,29.24
23015,37.54
23016,34.5
61008,43.99
12029,29.14
5013,36.01
84006,35.02
66014,41.18
22032,36.86
78021,37.73
82015,25.18
1047,34.97
17033,35.94
16047,34.01
15042,35.46
96009,28.53
24021,35.77
58015,50.37
54005,42.47
24022,31.69
49002,33.3
80018,51.68
21017,26.44
27004,29.32
87012,43.71
66016,28.22
37010,30.22
29009,31.59
96012,31.49
69010,34.26
1053,43.6
12030,34.96
58017,43.48
13042,35.58
50005,37.21
102005,32.95
48008,38.64
56015,35.36
22040,21.53
1055,36.4
64018,45.68
17038,25.09
4040,32.7
105004,34.89
97014,29.11
6032,40.4
101003,31.87
13046,45.57
71011,28.6
15050,43.0
69011,23.19
6034,15.19
11009,27.96
24025,29.31
13048,35.21
69013,32.8
26009,39.38
19019,25.28
4045,28.91
19022,30.04
98010,37.68
60018,37.15
12038,50.79
10012,37.7
61022,61.77
26010,48.82
13053,43.47
52004,38.96
60019,53.09
4046,34.59
15062,35.03
18037,39.19
39006,38.11
20014,29.31
16063,31.94
37020,39.12
61027,30.58
9020,38.37
82023,35.81
22046,33.4
8014,32.69
19025,36.02
18038,36.05
6049,34.58
4049,27.75
4051,23.41
83015,36.15
22049,29.67
13059,32.05
5030,28.35
65033,28.09
11011,37.96
64024,40.2
17043,31.35
10013,33.43
78030,41.52
53006,38.36
4055,39.89
1068,48.55
12047,35.8
78033,49.35
84014,33.76
98016,31.77
96016,30.27
23023,36.63
27044,25.66
49007,40.32
74003,30.35
19028,30.69
6056,52.7
65038,32.1
56020,29.68
18043,37.82
66033,37.91
23025,31.55
29015,31.22
4062,31.89
8016,24.59
67016,22.46
48012,31.84
4064,36.68
39007,39.77
61028,27.54
8017,38.37
15074,37.14
64026,47.34
50012,34.35
79029,34.49
14018,36.95
1077,42.84
1079,27.37
18048,29.22
63027,39.38
4069,29.17
17054,25.26
22057,29.55
22058,27.27
15077,36.53
27009,30.96
59005,34.28
28032,39.73
13070,38.61
16076,25.07
17055,30.04
69023,27.18
68014,25.66
28033,26.19
90026,31.61
10018,37.8
3051,41.31
97023,38.03
70020,38.99
44014,41.57
30028,35.52
16079,27.97
15081,37.48
14023,28.43
38006,26.84
12055,51.67
36010,30.57
18052,25.52
82033,29.16
65046,46.78
72019,41.68
38007,31.07
56023,36.06
98021,43.61
26023,35.68
67021,39.19
75024,36.09
5045,37.17
17062,31.2
103023,34.44
97026,31.78
24035,42.81
54016,35.47
4075,25.58
18059,28.87
24036,38.68
37024,36.2
26025,29.52
78047,37.71
22068,36.38
101011,36.23
1096,36.91
19039,26.11
81007,28.07
22070,30.7
22072,22.87
22073,40.31
79042,41.76
11012,35.62
75027,38.22
69029,27.13
31004,33.03
92017,33.54
25018,34.58
96024,26.65
3062,41.26
103029,31.2
32001,49.81
65050,42.42
97033,39.33
92108,44.41
24039,24.62
76030,36.37
28001,43.22
87002,59.27
87004,46.02
78002,40.59
83107,37.44
35021,33.66
22080,32.73
13098,37.34
73005,25.45
60002,36.55
63002,28.99
63003,34.54
94002,47.13
24001,34.15
62029,33.21
56025,40.7
10022,18.75
66002,39.42
9001,45.49
67001,42.08
81009,31.86
65051,38.44
6068,29.82
7027,31.82
79048,33.68
12069,24.49
23002,26.53
24002,28.79
1004,33.0
18003,24.25
18004,35.03
75003,38.82
83003,51.5
6005,29.88
1008,37.15
72004,36.51
24005,21.67
6008,27.52
78010,49.14
55004,43.58
62002,48.1
9006,35.79
12003,41.81
17006,25.63
13009,37.99
58007,48.65
21004,37.64
30004,33.34
75006,32.23
16011,32.4
53001,39.21
58117,45.0
13011,39.89
4006,28.17
60009,35.96
103004,28.23
6009,38.39
58011,36.5
104004,36.41
44007,50.32
24009,38.13
86003,30.01
67004,41.44
30007,33.96
93004,37.91
76007,40.83
27014,35.85
102011,31.34
76032,33.23
36012,37.93
36013,32.94
65052,45.25
62031,32.38
53009,39.71
91024,26.82
7028,27.18
16101,27.74
5054,38.51
61035,41.51
94021,34.04
25024,28.48
34017,33.72
83024,35.28
27016,34.57
19004,32.48
8006,29.46
18006,27.19
39003,36.86
4008,33.26
29005,27.2
64010,47.52
8007,27.59
76009,34.78
76010,37.31
41004,29.61
12009,32.85
46003,36.95
17012,33.02
65013,49.51
6012,35.48
67005,36.34
4015,22.54
82008,28.78
103010,45.14
97008,35.79
65015,38.9
60013,37.0
5008,35.02
96003,25.3
14007,31.63
5009,34.27
17017,29.56
12014,32.85
14008,32.04
17018,33.19
20004,36.33
66011,25.51
84004,41.89
22017,26.24
9011,38.47
22019,38.13
95015,22.61
16031,29.71
64012,35.02
90013,25.98
1028,35.96
1029,29.35
2015,30.81
3023,29.62
8010,30.8
91012,29.05
10005,26.22
22023,41.91
97009,37.0
17023,33.9
80013,53.0
6023,33.1
16035,23.75
16039,20.48
24015,30.17
1035,33.3
4031,34.04
17030,26.08
7011,35.71
4032,16.32
21012,34.67
16041,23.81
21013,38.47
93008,43.08
107001,26.19
2021,31.5
18065,25.57
6073,33.12
29024,30.34
83026,26.82
5055,27.8
60038,51.88
15103,41.57
79055,38.5
52013,38.39
35007,34.62
70005,36.7
12026,40.8
30014,41.88
13035,35.98
13036,36.91
1046,34.92
25008,37.17
104010,35.12
43006,45.18
23017,34.71
64015,43.34
5014,27.33
87011,41.41
3030,34.62
24020,26.68
62012,45.15
16048,23.72
3032,36.44
78023,33.09
2025,33.17
67008,32.8
81004,33.5
22037,34.32
85005,34.85
60016,38.52
105006,17.27
80035,30.78
3068,36.21
18026,29.17
22038,25.7
56011,34.06
84011,37.69
16107,24.46
3069,37.03
17075,30.9
4095,32.02
97038,33.88
1112,37.69
18029,39.28
100001,27.47
57010,36.74
67009,36.18
33010,30.6
49004,44.12
64017,36.83
63014,43.57
17037,30.58
23018,34.4
22041,37.08
10010,34.36
63015,39.26
13045,36.3
2031,48.5
90022,31.17
28023,30.84
78026,50.1
78027,36.56
68008,27.45
71012,24.69
66025,40.37
41010,33.12
64020,32.8
19047,26.13
58043,45.9
18071,30.8
19016,28.67
37012,35.45
69016,42.85
20011,22.99
12076,32.6
15106,52.19
103033,43.81
65055,41.92
63018,44.25
63020,28.98
75016,35.92
93010,38.26
50007,38.52
76099,27.84
61041,31.22
72022,43.87
22092,33.04
75032,35.55
46016,27.38
58045,42.51
12078,30.36
16116,18.54
38025,14.05
4098,27.7
31009,36.08
87019,49.42
2065,21.77
48021,38.01
15110,35.23
22095,23.51
37031,33.01
18076,34.43
22096,30.09
54022,34.57
60042,37.15
55015,38.34
64040,35.8
70027,30.24
6086,29.15
17083,28.69
66048,49.2
15113,36.23
3082,33.32
77013,31.34
17085,41.43
7036,41.43
90032,30.78
79065,34.06
70030,32.29
27019,33.86
1127,37.99
7041,42.55
15116,39.5
50016,31.56
25026,25.47
69046,49.87
3083,24.75
58050,40.66
66049,60.82
1063,36.19
80024,37.87
30019,36.65
15059,40.26
13055,42.05
49006,32.67
5022,31.08
5024,29.37
67010,26.67
37015,37.68
69018,40.25
55009,36.72
55010,36.89
28029,24.63
26011,30.36
51009,37.73
62016,27.62
67011,35.61
1066,35.08
33012,38.36
6048,32.85
6050,32.7
5028,31.03
26013,35.05
83014,37.45
35015,31.7
5029,27.72
4054,33.91
46009,37.59
94010,35.33
12044,35.27
84012,36.01
68009,36.34
98014,31.0
52007,30.76
4057,29.91
30020,29.88
16065,37.87
60022,43.29
87015,41.53
18041,41.8
3044,31.1
76042,40.18
23042,41.4
17087,18.69
65063,30.21
97042,44.47
28044,34.93
71027,33.66
63039,29.94
75037,30.74
4109,19.91
83039,33.71
2070,38.43
62038,36.28
25030,27.19
75038,39.35
15125,37.55
80043,51.41
91040,20.05
17090,25.94
1135,33.26
26036,27.64
16128,42.95
25033,30.7
2072,24.89
71028,41.49
33026,32.2
29031,24.53
16130,30.95
94025,44.67
70035,25.62
41023,36.02
14035,35.56
17098,11.85
21045,27.59
99022,33.95
19056,48.87
17100,31.2
98035,32.11
97045,43.45
17101,27.1
14039,32.26
92037,26.8
30056,23.16
78076,54.88
5061,27.97
79072,45.2
47007,32.89
80046,33.67
81011,37.03
54027,42.77
27021,39.31
16133,26.41
80047,28.38
13144,35.08
47008,38.32
73015,34.81
1145,37.04
96032,30.32
103043,15.97
70037,35.31
25034,30.3
75043,35.93
89012,37.48
101014,28.36
62039,42.98
13145,40.14
30021,38.39
22053,30.9
12049,37.93
82027,47.59
66032,41.1
17048,41.22
71019,23.08
79024,32.63
38004,39.63
86007,31.09
82028,24.86
101006,38.19
9024,34.51
15070,50.46
42013,39.81
15071,47.36
5036,35.99
2041,46.67
64025,46.13
78039,33.86
52008,34.93
17051,27.14
4067,35.32
26016,31.1
17052,31.39
14019,25.61
69022,52.12
16073,27.65
5038,32.98
52010,33.77
26017,29.81
80026,20.87
53007,27.05
61030,27.25
1086,38.33
12102,28.93
63046,55.01
18091,31.91
23047,38.11
13148,36.71
12050,37.29
26018,31.97
57016,43.82
30026,43.87
78041,35.9
14022,24.38
93016,25.07
1089,36.74
3097,38.36
75046,33.54
75047,33.56
98019,41.2
96019,25.57
33016,26.32
57018,35.38
26020,37.23
1090,39.46
75021,33.37
17059,30.03
23028,35.69
12054,44.58
88003,30.46
20020,28.17
61031,32.65
17061,37.67
57024,29.75
65045,36.46
64030,40.13
66041,41.69
78044,38.1
16082,23.33
98022,32.35
35020,39.82
79034,38.18
5047,37.5
64050,41.15
94027,35.58
16135,29.16
82048,29.82
5063,26.75
72027,38.84
80051,32.81
4124,24.42
6097,29.69
5066,28.76
70040,26.39
4127,12.36
102022,25.66
13153,38.66
82049,37.49
32002,48.07
47009,28.61
14044,40.93
4136,26.82
69051,19.59
58060,48.75
17111,21.1
59015,26.46
37042,42.94
24062,29.03
41033,29.0
103046,26.09
36024,31.26
62042,32.34
67027,27.34
16083,22.89
18057,39.22
78045,56.16
16086,31.51
54031,26.69
64057,39.33
43030,33.12
41037,35.92
42027,46.06
76051,28.99
102023,38.93
62043,47.08
36026,28.91
4140,26.87
50021,28.96
33027,33.17
64061,37.72
20036,32.19
12105,34.83
62044,36.46
37045,33.4
26047,33.54
65077,29.62
68025,37.98
83058,33.73
80054,46.27
79083,35.75
20037,30.2
16143,48.0
24071,31.22
84026,34.99
17117,29.24
22126,33.8
3103,46.15
76054,41.84
15154,37.41
86013,35.82
68026,33.79
72031,38.09
23054,27.79
24072,21.8
1167,23.36
95033,33.17
75055,39.63
42032,50.59
92042,27.12
95036,18.79
17120,32.65
6116,27.31
18105,30.52
8038,25.49
90048,35.19
19063,32.43
13169,37.39
56040,22.83
16149,26.63
12109,37.9
56041,48.22
91063,29.0
6119,34.75
71035,29.9
71036,32.64
21061,38.28
64067,50.38
22131,41.12
4156,32.39
38017,24.8
74012,39.33
6120,32.01
17130,33.22
62045,34.25
16154,30.38
83065,41.93
2047,24.58
16087,26.13
19034,31.56
12056,25.65
37023,37.37
29019,27.93
103026,29.35
2052,28.57
12058,32.93
18060,44.08
12061,21.18
61032,43.53
12062,29.22
15099,36.54
12064,39.9
92015,36.1
4079,28.57
91016,28.47
8026,41.56
8030,43.88
27012,38.27
22076,29.56
96025,29.26
13092,9.72
15101,44.02
22079,35.16
12065,31.12
105005,28.96
4083,16.05
9028,22.27
97034,24.76
92112,19.56
55011,33.16
14028,22.88
22081,35.58
61101,33.71
21030,33.25
16097,27.31
76031,35.4
34013,38.71
20023,30.33
12068,30.42
33020,23.34
1104,41.85
21031,30.58
19043,29.08
16098,27.01
42019,29.41
16099,34.22
64068,41.05
73020,30.06
104020,42.34
58120,44.75
30039,32.87
2057,25.76
63052,40.29
44056,27.13
16157,22.42
4159,24.34
1178,26.46
54037,36.81
26027,35.39
98026,37.9
37026,30.59
26028,29.83
61034,41.77
62048,48.26
17135,29.0
23057,37.28
95020,25.28
30137,30.98
1107,28.34
16105,31.68
27015,32.55
4091,33.95
62033,30.34
76034,34.67
89010,27.24
78094,36.66
64070,41.39
95040,21.56
1180,48.62
34028,24.82
55026,39.21
69064,30.27
68027,41.9
58076,25.11
51028,31.18
4161,20.0
97068,36.87
66069,38.52
57049,29.14
1188,32.87
70051,36.17
57050,30.17
81024,30.35
13183,29.52
16162,32.57
56043,36.36
14048,28.96
46023,31.4
68031,32.18
71039,33.82
