codice_istat,indice_istruzione
70019,14.65
43013,44.52
40009,28.48
7070,41.88
103069,16.71
103070,27.7
12132,37.2
22097,31.79
5058,28.93
7035,34.88
4103,8.22
22098,42.72
53012,38.49
8032,29.9
1124,27.15
59010,47.98
38010,24.19
104012,43.35
25027,30.0
64041,49.49
8064,41.27
102046,34.37
18172,31.82
21116,26.91
53008,30.66
22062,42.02
22063,36.9
24032,32.71
59033,46.45
13239,25.68
12138,34.54
15236,39.43
61004,35.82
3006,29.29
60010,48.36
55005,40.04
30005,33.46
16234,25.26
30132,37.89
56057,40.64
11031,39.9
13119,42.01
9033,44.01
21040,36.43
79160,44.75
14036,24.0
47006,28.72
106009,21.17
76040,39.78
76041,34.28
41012,32.7
68015,32.76
69026,27.44
1092,40.93
70021,35.11
17058,19.87
43014,35.56
13074,29.28
78043,36.9
52002,37.1
2007,34.86
13013,30.63
76006,36.38
17069,30.13
93019,28.62
90088,20.15
17070,30.26
7026,38.5
42017,46.3
87053,53.27
1297,29.53
68045,29.97
97090,34.3
55006,42.3
45001,39.37
10002,37.9
73001,27.78
10028,42.46
22229,33.65
91038,23.16
16125,28.21
34011,30.62
27010,27.44
39008,31.29
57025,46.36
83019,36.05
60032,34.91
69030,39.84
69031,42.63
76097,32.69
5116,34.4
28099,38.74
27043,31.74
4107,23.22
34019,39.48
83038,49.44
84021,31.5
30049,43.21
1014,35.74
12006,43.09
104005,28.43
30008,33.46
94003,23.75
102019,38.51
70032,28.01
15122,38.93
14037,31.84
98030,30.31
1134,25.23
17091,32.2
1136,32.33
48025,36.31
28046,35.53
68021,35.73
105012,30.3
51021,37.18
1138,43.9
91043,23.95
104015,26.96
30051,24.39
12093,55.85
17097,24.8
19055,33.67
15130,40.47
4114,27.35
9035,37.32
95083,33.04
42023,38.35
30053,34.55
78072,41.7
22111,33.52
91046,25.24
78075,47.66
4116,38.81
90038,21.67
76044,45.89
57036,34.74
51022,33.43
85008,18.79
21048,35.03
17106,29.31
21049,16.11
4121,19.69
98036,33.02
26039,28.37
6091,33.84
63092,32.14
54028,39.47
95026,25.87
1147,25.49
83046,32.34
20034,27.83
3095,44.96
15140,41.57
4122,19.93
18053,30.3
72020,37.64
26022,32.24
46011,30.05
1094,30.63
16238,31.35
14077,25.38
8067,28.02
60089,37.04
30133,32.72
24040,27.71
56026,28.17
50014,41.04
5117,29.31
84043,33.1
66103,39.74
9068,37.82
35002,33.52
5007,33.15
97004,36.37
76008,27.43
98060,32.91
18180,33.44
1305,33.51
2163,31.83
66106,33.63
103076,32.88
4249,26.79
17203,28.08
43057,42.29
76029,35.11
43015,36.82
15093,35.56
25016,42.51
51017,40.69
80030,31.66
96020,29.38
16084,27.62
14042,32.43
27022,32.22
103044,36.61
14043,29.55
28054,38.37
16247,24.11
5050,29.77
101009,41.6
6063,42.62
62077,39.97
96080,37.69
22224,42.88
6188,41.12
95011,31.08
17011,25.61
28010,24.88
66008,36.69
70023,59.56
57028,33.59
82035,34.54
29021,26.33
22084,43.57
29022,34.03
105002,29.81
4013,40.97
55007,38.52
15015,73.81
78054,30.07
83021,29.48
43019,40.59
45007,33.89
2049,29.2
79036,35.25
12057,33.0
13084,35.19
89009,38.23
71024,47.62
10024,23.35
25067,31.79
22225,32.56
71064,24.22
18189,33.21
22069,34.77
69028,30.75
16089,40.73
103027,30.77
23097,35.09
11032,27.92
93051,35.27
24122,33.61
59002,33.16
36001,37.47
34003,32.37
23007,31.67
76012,29.62
60037,42.82
57029,40.47
76033,26.43
94020,38.59
19044,26.23
1152,25.85
96034,27.77
69050,35.93
78013,36.36
78014,37.12
91007,27.63
25017,19.09
17065,36.72
6066,34.0
97030,36.9
27017,30.86
73006,31.93
69035,54.18
102014,29.19
83050,30.29
37038,36.44
27023,34.86
18093,32.25
104006,27.96
9010,53.0
38002,24.88
33003,29.72
103011,27.02
78056,36.28
58039,51.37
41018,32.26
48019,32.56
69038,31.23
83027,52.43
39011,32.74
7029,41.9
56027,34.7
76035,36.91
61038,32.68
6078,37.66
10036,24.86
22118,38.84
95028,18.23
62041,36.55
2078,29.17
8028,33.05
31003,40.47
30033,25.58
13089,36.28
80009,48.59
96004,41.69
15024,39.89
64011,41.62
13024,31.37
82082,30.88
2014,21.72
103012,26.67
24043,27.21
16108,26.3
91010,28.87
56009,37.94
11005,41.39
90012,27.3
8008,39.87
17077,32.58
12072,41.03
16111,26.74
28041,31.61
99004,32.7
4096,30.38
5064,27.86
5067,33.09
16137,26.67
1157,36.11
82013,29.46
41006,28.49
6020,30.39
57008,47.2
3073,32.39
1114,37.94
83032,44.59
6082,28.0
26032,31.43
4131,30.51
37040,32.61
21052,29.62
4133,30.02
21053,31.54
83057,30.02
56035,34.75
98040,43.74
79080,49.78
99007,37.43
97052,30.38
65075,31.12
51025,34.41
80053,33.1
55017,38.76
24061,32.04
70042,29.56
70043,29.94
99008,37.74
64054,56.64
8037,35.78
71032,33.3
58063,38.98
6108,37.79
70045,29.89
57042,34.09
52016,52.07
88007,31.83
65076,33.9
99010,39.03
84025,36.33
24066,44.9
18099,24.01
53017,28.06
58066,32.53
12104,37.97
31013,34.99
7044,33.13
15150,30.73
6111,35.16
103028,39.14
19041,31.52
102009,44.12
65056,33.58
67025,46.63
18017,35.19
14009,41.94
96006,27.01
63009,39.47
18102,36.85
67030,38.21
19061,25.96
73019,33.1
22093,38.59
26033,31.3
18073,46.31
104011,32.8
106007,27.53
26034,28.59
43034,42.25
17115,19.13
24070,32.88
22125,34.81
55022,39.74
70022,25.13
17068,34.35
16093,26.59
23032,25.7
74006,27.85
31008,45.77
63035,40.94
24045,28.22
92111,22.18
60031,36.56
30037,40.05
66042,46.28
16033,24.38
90016,26.74
4029,36.37
80014,42.93
23052,45.03
95032,27.89
57046,39.68
12081,26.71
28042,26.59
22094,26.23
72023,37.26
41013,46.96
16096,34.14
33019,19.0
84017,41.0
4149,26.12
85013,22.85
78086,33.51
34025,39.67
22128,30.68
54035,39.46
21059,29.4
27027,36.54
15158,43.57
90046,25.63
96040,32.58
6117,34.96
44054,36.12
19050,31.31
53011,46.61
44023,46.92
84018,43.26
27018,32.98
72024,33.32
26005,33.02
16037,28.6
21010,27.12
35006,32.28
15032,42.93
35024,36.56
58047,47.21
17081,38.63
19052,26.35
58073,39.07
91055,29.97
77019,21.95
91057,23.81
105008,28.43
8031,44.99
12083,39.1
71025,28.58
5059,31.82
23040,32.24
23041,27.22
6087,32.39
17086,23.3
16122,24.81
13030,36.18
12022,33.66
102004,42.73
4033,22.41
1101,30.55
1103,36.81
60033,42.06
22083,32.52
11015,46.34
15115,36.1
58116,45.9
90034,22.62
4154,26.32
9043,29.95
21060,37.85
66062,37.9
83020,35.82
60034,32.86
18063,27.26
1105,34.73
78062,33.86
13120,29.79
78065,48.6
80034,30.68
78055,35.74
83022,29.05
64032,37.41
22087,37.6
22088,32.45
60036,50.89
25022,26.34
44021,28.5
16042,37.75
1040,29.68
62010,36.41
30013,38.0
62011,35.2
1041,29.18
68005,39.77
85003,31.64
19008,23.24
78087,39.74
16151,17.69
3112,42.76
69058,47.44
91067,28.92
58115,36.23
22101,34.43
13123,21.5
73009,35.45
30047,25.07
1129,34.06
40012,44.33
38009,28.12
30040,25.09
18064,32.19
45008,39.76
26006,30.28
66013,29.88
21014,33.11
63011,26.48
103014,15.49
16152,27.96
22130,29.39
98044,35.19
75057,41.73
41015,38.81
11014,35.82
6070,43.08
57030,44.89
15118,47.7
29029,31.3
2068,30.42
86011,29.67
22031,38.76
16043,26.25
37009,40.08
96008,33.07
73010,45.79
11016,53.69
1132,32.16
54020,40.43
61037,31.54
6075,31.93
16106,26.34
78058,43.76
18106,26.42
66065,45.9
54036,40.83
15166,38.57
65087,35.91
25029,36.6
4110,38.27
64044,44.67
83041,42.25
54025,35.48
22106,27.76
62046,28.9
73021,33.72
16156,30.3
30069,26.13
78022,27.23
29008,31.91
61010,43.22
46005,36.2
103015,32.82
65054,36.07
37027,31.75
4093,37.42
21034,26.91
58074,44.97
9047,28.24
80057,49.94
65089,29.67
13133,39.67
12090,29.61
25031,29.4
17093,31.97
24042,29.4
83031,38.53
70025,30.21
77009,29.75
15105,38.04
18069,30.5
22091,27.53
6080,41.61
12073,39.07
62047,39.14
78092,22.48
13175,40.75
16158,23.59
93029,30.04
23037,21.65
82037,28.63
12075,41.64
92024,16.49
61055,39.44
30073,21.44
18110,54.26
50025,33.74
80017,33.22
4036,21.51
19011,39.23
2062,24.01
17079,28.33
1115,36.42
81010,36.8
62036,21.69
13134,42.73
25032,35.03
51020,37.47
66052,40.14
13178,15.82
3115,27.06
5083,35.36
105014,31.14
22139,40.99
55014,40.46
105007,35.84
21036,33.33
82040,33.87
22036,32.37
49003,36.21
70007,36.17
62013,44.1
30138,34.72
12092,34.53
41022,31.47
70034,23.8
13136,38.32
61046,35.83
24054,26.98
4162,23.36
1186,21.88
54039,52.28
66068,42.12
95022,31.4
66047,34.94
12079,33.4
33023,49.46
4099,34.72
33024,37.98
3077,30.52
28043,30.59
82019,28.55
25023,29.72
29010,28.07
64016,35.13
7033,43.77
23038,33.31
78060,29.48
14033,28.75
1119,37.28
64039,45.91
19051,27.92
54023,41.33
79061,33.3
76038,29.42
106008,34.56
7034,31.54
37032,43.69
97040,31.61
97041,28.57
17084,27.05
79063,43.35
10027,33.36
19053,30.61
24048,31.77
19054,34.24
58048,34.34
1126,38.98
70036,27.26
79068,34.96
58052,40.7
57035,39.14
47012,36.18
94033,41.81
70052,37.67
64071,37.84
29035,23.65
93009,32.92
103017,29.27
35018,32.62
6028,31.22
20029,27.61
13139,40.75
24055,31.61
58049,45.03
63038,48.1
4104,27.35
38011,24.06
16123,36.17
21041,33.56
18078,36.11
82044,35.88
24050,22.22
78066,33.56
64043,52.21
22102,39.18
66050,37.31
16124,24.74
83037,36.73
57033,37.87
75036,38.21
16126,31.55
22104,39.33
97043,37.91
13128,35.49
17089,31.48
82057,39.14
68030,38.58
4165,30.32
86014,43.57
76059,35.39
61057,47.87
70054,31.37
61058,41.74
4167,30.86
37048,39.51
98045,40.06
22142,28.28
82020,35.38
66019,33.33
16050,27.49
19014,22.8
78073,28.31
92036,22.27
78074,37.12
17102,38.71
93025,37.28
20030,48.57
69049,23.36
4111,34.25
73011,26.4
72025,32.79
91041,21.54
58056,37.13
49011,37.69
4117,29.51
97047,29.07
92048,22.42
67035,40.0
41049,39.07
28064,32.78
20032,27.24
63043,46.62
17105,21.63
24051,33.58
83042,34.22
103038,21.19
17094,40.98
14038,34.79
84022,36.61
8033,37.77
13135,35.35
104014,24.74
13137,36.02
19015,27.98
51007,32.4
16052,29.95
80021,38.34
71010,27.28
90039,21.46
61050,40.62
87023,42.44
87024,50.12
28048,33.77
24058,31.37
6030,43.9
28022,31.05
79018,31.66
64019,36.63
2032,27.57
107004,46.98
12033,34.68
41009,38.82
3036,33.73
94008,38.09
28026,28.51
101004,30.0
65028,42.25
28027,27.56
6038,37.65
65027,20.79
71013,31.93
71014,28.63
72015,41.16
15055,37.03
18032,33.16
50008,43.67
16059,34.26
39005,29.27
15058,36.96
97017,32.05
12041,33.21
5021,29.15
18035,33.55
5023,35.26
22045,23.24
53004,37.77
83013,33.13
17042,35.63
33013,36.18
57015,38.8
17041,22.64
42010,37.77
50009,29.84
63024,43.3
12042,39.8
25009,24.84
6051,46.86
52005,41.27
12043,45.11
97019,34.4
75042,33.24
58058,37.26
22113,31.58
14040,29.24
34020,34.43
71015,36.03
13058,33.85
29013,32.78
52006,49.21
98033,37.5
94026,27.86
61048,34.55
50011,34.4
6053,29.67
43009,43.2
62019,45.9
36008,35.34
51011,37.23
13060,37.65
12046,31.7
18085,30.7
4113,32.08
1143,35.28
96030,43.67
65066,43.86
14015,31.7
40005,39.03
76026,23.75
79023,56.43
22110,33.15
103041,24.92
83045,35.01
58053,46.97
103020,14.54
4059,31.49
12048,34.26
1070,25.86
87057,18.94
16132,31.36
36019,35.09
24056,32.64
15134,37.09
23024,29.55
14016,30.4
69021,29.75
9022,47.33
26041,29.77
29032,30.52
15142,36.97
84023,35.64
12101,33.8
1150,33.3
64049,59.81
28053,25.54
15144,36.39
61049,37.56
4118,28.9
13143,36.95
4120,27.04
57037,36.36
77015,36.44
85010,33.4
76045,37.89
73013,36.92
37036,37.13
64047,46.9
103042,31.97
102021,33.28
87026,40.79
65068,44.82
61102,37.53
16070,26.23
86008,30.02
70017,28.54
30022,26.62
28049,29.87
38013,23.48
96031,25.98
44029,34.15
18045,25.97
13064,33.42
96017,25.42
15072,34.83
1148,32.43
1149,34.17
36021,36.86
10033,37.8
79027,24.12
17049,32.12
97021,28.28
40007,43.64
102006,31.72
98038,29.97
64048,29.62
14041,15.56
58059,45.13
40020,35.13
7017,26.52
1075,30.77
88002,25.97
76028,33.37
30058,29.18
96033,23.88
10034,25.77
22117,36.94
19029,34.04
30024,27.24
1081,32.1
38026,24.69
10035,35.1
9038,34.79
87027,28.97
87028,29.64
84015,38.34
58030,42.08
17053,25.15
43012,32.52
1084,33.91
99005,38.4
97049,39.39
62040,40.32
16136,37.43
8021,35.6
24031,26.23
54011,34.88
80028,39.69
37039,33.27
22120,37.11
41027,35.65
6098,36.22
66034,29.87
58032,46.51
51016,35.33
12052,27.47
17056,29.98
38005,26.82
7021,34.88
60027,38.19
54014,36.92
80052,44.17
5069,32.3
41028,34.63
61052,34.75
62025,35.57
67018,36.05
82032,32.86
65043,27.74
77006,33.13
72030,38.61
44031,33.97
70041,40.0
52014,36.44
4134,27.44
16080,27.63
30029,31.55
84016,35.97
57023,31.16
1160,41.38
78081,48.59
53016,37.91
41035,33.37
80029,41.03
79033,27.78
75022,34.26
15085,41.96
93018,38.88
65096,38.81
53019,37.8
102027,49.94
4170,33.4
52022,37.42
65048,36.28
18055,35.28
34012,24.68
28035,24.04
57053,47.09
81016,35.68
3120,20.67
34029,25.0
21024,30.0
19032,23.79
17063,26.3
21025,29.49
65098,42.41
28066,36.12
22144,40.04
28067,33.3
1095,31.1
5049,40.43
16085,23.64
7022,44.65
33036,34.07
25040,35.79
62054,40.26
17149,28.55
9051,38.66
4076,24.57
19035,45.19
50013,38.36
63030,27.9
67023,30.45
6135,34.73
37049,38.0
40031,28.64
20045,41.26
65049,45.51
68017,32.72
5051,31.63
75025,34.8
11022,44.8
57057,27.96
76063,55.38
6137,35.87
15098,43.4
101012,26.86
10021,29.21
79043,43.82
63060,40.49
1201,49.83
22146,20.69
61064,28.73
66075,44.89
71022,34.7
19040,29.21
30032,30.18
13087,32.38
23031,29.56
107005,30.46
91017,28.39
20022,29.31
26063,45.46
103056,29.44
30085,31.21
19042,30.0
14027,27.4
12066,42.54
48014,39.16
16094,28.89
65103,37.15
59019,36.89
59020,28.67
17158,34.82
13193,39.09
23033,26.02
97035,29.58
13097,39.84
56024,39.41
63062,27.23
2107,31.31
92105,44.12
17159,25.86
4179,33.13
12067,32.96
42018,45.7
13099,32.81
67024,44.55
52025,39.25
16178,43.23
76064,34.7
36034,35.76
25020,30.37
4087,28.29
4088,21.2
41014,41.07
23034,29.15
10047,48.9
26065,31.7
62056,32.82
20049,35.69
8049,27.49
80033,41.63
22085,21.72
13101,31.65
102012,32.56
16100,29.98
48018,28.01
93021,37.49
90029,32.78
9053,28.78
85015,31.17
48036,41.91
21074,27.1
95084,36.05
43025,33.87
30060,41.54
83053,32.49
6095,38.91
8035,30.09
39015,33.66
76067,35.13
44063,37.57
22153,40.29
6144,32.41
62030,44.55
44020,47.34
64033,45.24
2058,28.17
66043,34.92
4126,36.37
1156,41.19
22121,30.48
33038,45.0
19084,32.2
2116,30.47
58084,42.02
41029,35.3
4132,35.23
6100,22.29
61069,32.1
58086,47.21
18126,35.85
65106,35.94
64051,31.12
6104,33.28
47010,29.08
1159,39.46
8036,32.29
65070,28.89
73023,28.13
57061,38.75
69075,33.87
53021,29.46
43032,32.37
18095,38.34
26046,39.46
10038,22.34
16103,31.58
16104,22.75
40013,39.33
36015,41.81
30041,29.94
69033,39.37
79052,32.54
6069,36.01
8051,33.91
4195,28.96
83075,38.41
7057,36.73
102015,24.57
78057,41.49
4092,27.78
64035,38.72
41017,31.92
18128,21.38
16183,32.19
13199,34.43
10049,35.21
6076,38.37
14030,28.74
19046,34.36
96026,31.02
10050,11.29
1226,26.73
49017,40.99
4197,23.32
78109,35.58
75029,42.13
12070,43.83
58040,39.82
75031,41.71
17073,25.89
41038,33.96
24060,30.37
57040,32.44
50019,32.96
46021,35.76
47011,44.92
41032,34.76
65071,42.95
54030,36.93
43029,30.74
23050,31.34
69039,32.76
16109,24.66
97037,27.51
1111,24.84
6107,36.65
12103,34.88
48028,36.01
2061,28.25
58041,39.51
30043,38.51
95081,24.48
13107,36.96
82051,29.61
64059,42.65
69054,31.62
73018,31.07
94030,46.96
19048,44.95
17078,29.52
29027,30.71
107007,28.88
103034,38.46
73007,36.23
13109,36.82
69042,34.55
9031,31.06
56038,48.21
77017,35.39
1162,30.46
51026,39.11
19049,30.27
95023,22.51
77010,25.5
16114,27.02
45011,39.37
19059,30.98
5079,26.18
14045,42.11
41020,37.17
96028,30.63
37030,43.42
33028,24.03
95030,22.12
12106,33.5
57045,24.92
93028,25.5
13249,32.45
61042,32.39
7031,38.96
24046,31.3
16119,25.45
71034,34.82
87030,41.26
4145,26.93
6113,29.05
14034,36.81
1120,36.09
63036,31.35
35023,32.98
13201,38.5
23066,35.05
29041,46.75
48037,33.92
62037,35.0
92031,24.85
20028,27.04
23039,33.33
48022,42.97
72037,34.89
2123,34.55
7059,34.09
7065,38.76
6150,24.06
1121,22.45
13118,40.72
56031,28.91
82042,26.9
81018,35.69
26070,32.32
68036,42.09
12117,25.54
56036,41.64
65074,28.9
55020,33.78
78082,40.89
73016,32.73
55021,36.95
85012,41.3
22124,42.57
4147,28.42
10040,24.88
30061,33.2
79081,51.47
10041,27.28
33029,31.18
1164,30.67
41021,30.17
65059,44.97
7037,22.33
22099,34.09
92053,25.98
80070,41.17
8052,33.55
7038,35.99
7040,36.42
57032,45.95
76039,53.12
78063,26.53
69045,40.0
18079,31.15
64042,39.85
50017,36.54
74009,29.02
65060,38.42
65061,35.81
76043,41.73
37051,33.78
60061,24.92
31018,34.81
65118,43.18
87040,32.95
75035,56.54
23044,39.06
1131,18.34
59012,39.64
18134,33.39
60062,41.62
17171,41.34
83077,39.63
6088,39.68
96029,32.42
69048,35.47
87020,25.74
7042,31.38
24092,26.94
2035,25.26
78118,35.51
77025,31.11
1245,30.82
80072,30.11
99017,38.79
69081,47.89
83040,29.92
22105,29.77
13130,16.17
37033,34.63
98032,30.62
97044,44.07
12089,29.69
57034,28.05
50018,36.76
82064,25.92
87042,65.52
99025,35.89
62062,36.38
43022,31.68
17095,19.51
46017,47.73
66051,34.65
65121,43.28
83079,31.14
28077,35.05
98048,38.6
5100,34.7
24053,29.6
106010,32.27
22109,28.33
1141,26.32
78070,31.48
54034,39.54
75054,36.34
9042,38.48
36027,36.45
21058,31.19
51024,37.54
66056,36.83
52017,40.37
4139,29.36
15157,42.08
35028,33.7
92116,26.38
92117,20.34
17112,38.78
17113,33.23
17114,28.15
7043,31.85
50022,32.98
64062,34.5
103049,40.08
1170,32.64
65082,36.06
12108,40.51
58067,39.25
78084,39.19
60045,38.26
6118,31.78
16147,25.34
17123,31.13
70049,53.85
4144,28.87
70048,25.57
97055,23.33
21054,15.5
41040,30.68
103051,30.13
91064,23.06
61053,33.18
23051,36.15
98041,32.64
9040,31.68
90043,36.81
17116,30.72
92044,25.35
11020,39.85
91066,22.48
91068,26.15
42034,44.18
30064,27.89
63049,42.0
26050,29.72
75053,31.19
3104,30.46
97056,28.7
102025,40.15
83061,48.26
13172,39.66
19064,24.74
7047,21.93
37046,42.17
91050,15.66
89013,39.15
22129,28.37
1169,32.62
24073,30.12
17129,48.01
97062,41.41
104019,20.87
4157,24.95
97063,12.78
24074,34.29
4153,36.36
66059,51.64
42033,43.59
97057,37.26
2089,34.86
3108,34.9
13165,33.91
79088,31.47
17131,25.84
2090,29.85
79089,29.11
27034,30.27
50032,36.29
78125,41.32
17124,23.79
76056,40.02
1171,33.96
53018,39.05
10042,28.71
63069,51.93
16190,29.27
30103,44.22
28078,32.43
12110,40.0
51027,38.66
66064,32.72
17125,35.0
17126,27.94
9046,26.54
12111,54.34
28059,33.91
1250,45.07
26074,31.17
61081,43.11
98049,35.29
69083,40.0
63051,40.02
30067,30.5
90052,39.29
83064,40.94
81013,36.46
22132,40.66
76078,36.37
78128,37.13
66092,31.41
74017,32.67
19065,27.01
70050,28.38
76057,37.51
79122,36.52
1241,41.3
72040,38.75
79117,35.28
48031,28.0
69060,37.46
60046,36.55
84027,24.98
84037,37.49
28080,34.82
84038,34.89
78091,52.32
17134,34.0
61054,38.14
6125,21.0
4160,29.32
82054,35.61
69084,39.54
65127,35.59
40043,33.45
99026,31.16
4211,30.83
5082,40.15
62049,35.01
36030,38.21
23077,36.44
64092,38.4
41057,36.91
33031,23.45
26056,30.9
14047,41.38
20039,30.7
65090,52.56
97067,33.37
1184,25.11
17139,17.26
17140,16.11
46022,28.09
94031,56.66
79095,29.69
94034,49.6
58098,45.07
60067,45.69
1257,32.74
2133,34.32
17141,14.25
4164,25.4
65095,39.22
52020,34.62
33033,33.73
4213,30.79
27036,31.27
60069,42.02
65133,29.63
103039,32.18
59013,28.63
54026,39.67
15131,35.07
69062,35.33
23056,23.8
78090,44.26
71037,29.08
15168,40.31
16166,15.49
96044,47.62
52021,39.82
94035,34.91
8041,25.17
69103,28.83
79069,34.25
98034,38.93
83043,39.56
12096,35.83
6090,30.38
21086,19.99
16193,40.34
40044,32.09
41060,29.34
17103,32.01
64046,47.57
30055,30.81
21062,27.92
6126,33.12
18109,28.3
87033,32.68
68032,32.73
19075,32.46
36031,35.97
3091,28.4
79071,19.83
49010,35.08
21047,31.66
60048,39.29
6128,30.5
78095,53.13
41041,36.63
76062,46.29
11021,31.81
18115,33.29
12112,34.05
1258,51.74
64096,33.17
4216,26.23
83094,39.06
19093,26.09
80045,38.6
20033,31.09
48026,29.85
75041,37.45
79074,25.13
22136,33.04
22138,31.86
43035,37.88
21063,31.94
65091,41.1
18087,32.54
26040,30.94
10032,29.72
39013,36.01
2091,31.14
65093,36.41
76058,46.19
68029,23.09
69087,34.05
16195,24.93
80084,29.66
82069,22.59
47014,40.73
18116,34.07
94036,41.47
102028,28.32
21064,27.65
45013,37.18
75074,35.29
15204,36.86
22172,27.95
21089,39.24
99012,35.4
13186,27.79
93031,38.61
72035,35.37
9037,35.71
1146,31.6
17107,33.36
37037,36.69
93026,29.46
82056,42.24
96042,28.8
66071,39.74
41046,30.75
51029,35.53
6092,33.6
80050,49.34
21050,23.25
78079,57.47
80086,28.09
64098,36.36
46028,34.33
64099,34.38
5104,21.88
37047,43.77
16163,31.11
103053,25.22
65097,40.53
7049,33.71
96046,43.67
50027,35.17
97048,45.96
98039,38.34
38014,20.76
22114,27.52
19073,28.42
64072,45.33
86015,29.41
41048,26.21
14052,37.42
16170,36.77
60056,43.39
6132,30.53
28068,28.8
22140,30.33
20040,33.83
61060,40.91
13184,26.96
6134,28.78
63059,50.2
75097,31.0
16134,19.41
103045,36.21
79077,31.72
17108,25.05
90058,33.43
12114,37.29
10044,42.14
91073,33.51
59014,47.15
38016,33.22
87029,33.11
40022,31.56
20035,30.89
90059,26.17
30080,44.31
1202,26.75
2104,39.08
66074,41.89
46020,30.03
6096,25.82
13152,43.44
57038,33.62
36042,34.53
80087,31.0
2137,27.06
49012,37.81
1194,36.6
3119,34.68
14050,31.04
100005,35.4
30084,33.05
16176,34.79
1155,26.44
92038,28.85
34022,21.7
4130,40.7
83054,35.71
83055,27.95
6101,40.48
5073,35.82
22122,35.44
93043,36.29
21092,25.25
60072,39.64
22173,40.7
95076,15.65
19076,32.95
80060,16.48
90057,36.24
20042,33.98
17155,27.98
66076,37.84
97070,23.74
56044,35.09
6103,32.71
18094,31.72
13154,39.69
54029,36.43
103058,32.68
27031,34.27
35030,41.02
25042,24.78
19078,29.67
96052,46.52
42029,40.42
43031,29.26
71033,37.76
42026,35.99
54049,37.12
92078,30.33
95058,31.73
91084,28.4
89017,49.01
69071,34.0
14055,27.2
30089,34.34
30090,39.13
24084,24.9
48035,36.9
22174,37.22
5107,35.04
19096,28.33
92082,31.19
43040,27.42
102029,31.47
36032,25.85
82059,32.99
23049,24.96
5075,31.8
64053,39.58
69052,19.85
58061,35.27
6131,31.27
58079,48.04
13187,21.85
48033,37.49
4172,24.7
64056,42.68
99009,31.8
41036,36.13
90040,22.22
15182,42.2
1212,12.7
11023,38.51
19079,34.8
21073,27.63
2111,37.7
8045,37.69
59018,37.46
26059,43.32
8046,30.43
70044,39.22
51023,25.69
76052,33.21
69055,29.65
87039,46.75
2114,33.49
18122,43.06
49013,35.47
84028,33.96
49014,42.06
38019,30.85
21066,36.62
35029,33.32
57058,25.0
65102,39.13
1203,32.02
4221,21.68
85019,32.28
16201,31.34
19098,34.42
14054,28.64
3122,30.67
51032,39.78
16174,34.02
15179,39.71
1216,27.91
1218,38.99
66078,49.83
75048,34.84
58065,49.86
18097,42.35
37043,39.57
40028,31.27
22148,45.85
69069,39.9
22149,20.12
56048,36.7
63080,52.94
25057,34.01
102041,49.2
86017,33.14
4189,27.76
66082,48.07
59022,30.8
66083,33.12
69074,34.86
101018,32.55
4178,23.73
92050,32.01
69070,39.43
7054,40.44
92051,45.75
4142,33.47
13157,42.53
24068,24.02
78083,37.42
20046,27.37
2108,30.0
21070,21.46
88009,45.06
35031,25.84
19100,33.31
19102,35.05
75078,37.91
79142,47.08
44064,32.07
66084,49.32
4191,32.17
4143,32.16
26048,26.7
58068,53.39
43033,30.54
65104,42.25
61066,38.88
3129,31.04
35032,29.73
4192,26.62
4193,28.66
11025,22.95
71042,34.83
17163,36.99
31023,42.17
9058,36.96
16207,38.2
57066,36.72
30063,44.11
31014,40.87
2082,25.04
13159,38.68
1223,37.08
3131,36.1
17165,36.11
18129,42.09
56045,44.66
20052,30.88
30091,41.74
18121,42.68
5090,35.58
80064,40.25
99013,42.02
63048,36.76
4146,23.62
96038,40.95
95031,26.0
9041,36.5
103064,42.63
101025,36.09
51037,35.87
75081,27.33
20064,30.42
42040,36.66
1228,53.09
76070,37.2
65105,29.19
95043,26.54
11024,43.02
19082,37.24
16144,30.07
58071,40.44
58072,43.9
4150,21.65
8050,29.0
1213,42.75
6145,29.87
30095,33.01
38020,27.77
97079,21.56
16210,23.53
69089,38.19
14064,14.53
5080,35.73
65079,41.44
1166,33.86
103048,32.92
67032,34.83
77023,37.1
97073,37.42
20053,28.43
22161,46.28
15183,32.02
15184,39.67
78103,34.55
70077,19.95
96066,35.53
14065,31.86
64108,38.27
90086,23.43
25044,27.4
64078,43.55
4190,29.98
58087,27.13
68034,34.82
13163,29.22
36028,28.72
90044,26.21
82070,35.84
51039,35.79
50036,34.96
22195,36.42
76071,27.71
72038,35.33
28073,33.82
96056,33.88
31017,40.94
7061,35.66
82062,26.81
69076,17.53
94042,42.39
61072,39.16
95035,26.78
6115,33.57
66060,31.52
12107,31.48
96057,29.98
57063,35.66
34032,37.57
78104,35.74
18127,52.99
65110,32.38
102031,30.58
83076,45.12
30097,31.48
96053,35.66
2118,33.06
97058,39.92
83063,40.59
95037,21.98
65084,32.53
91060,25.13
96058,26.32
4203,40.56
64081,42.42
47018,31.43
23055,29.6
24075,27.42
16150,33.9
4155,28.18
26071,31.75
102032,32.04
48038,39.25
75095,36.74
76073,37.1
96055,56.58
78106,33.63
70061,34.94
64080,48.18
13202,34.28
58092,40.64
28071,32.46
4198,25.36
95044,20.12
91090,31.9
95088,31.72
21101,33.52
62075,26.99
59024,40.21
95086,23.46
22164,28.39
1231,28.94
78088,32.07
75056,36.27
